asset_name,network_element,network_element_str,network,latitude,longitude,augmentation_invest,replacement_invest,connections_invest,opex,other_invest,total_invest,deferrable_invest,invest_year,invest_year_str,commitment_year,email,phone,info_link,apr_link,data_currency,next_update,investment_description,demand_growth,constraint_season,annual_deferral_pool,wacc_rate,depr_rate
BOMADERRY ZS,ZS,Zone Substation,Endeavour Energy,-34.857888,150.597951,4.61,,,18435.6,,4.61,4.61,2029,2029,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,Mobile 132/11kV Cambewarra ZS to support the shortages affected the area due to the development North Nowra/Bomaderry area and the limited capacity of the 11kV network from Bomaderry ZS. The investment is linked with Bomaderry ZS as Cambewarra ZS is located in the same area and there are no polygons provided for Cambewarra ZS in 2022 DAPR. This could be updated in 2024 release for 2023 DAPR.,,Summer,0.27,0.0326,0.025
CULBURRA ZS,ZS,Zone Substation,Endeavour Energy,-34.957542,150.710094,19.42,,,77695.81,,19.42,19.42,2029,2029,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,"Establish new ZS, West Dapto ZS, to support the shortage in the area. The investment is linked with Kembla Grange ZS as West Dapto ZS is located in the same area and there are no polygons provided for West Dapto ZS in 2022 DAPR. This could be updated in 2024 release for 2023 DAPR.",,Winter,1.12,0.0326,0.025
EASTERN CREEK ZS,ZS,Zone Substation,Endeavour Energy,-33.813284,150.837106,3.6,,,14400,,3.6,3.6,2026,2026,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,Install additional transformer.,,Summer,0.21,0.0326,0.025
KEMBLA GRANGE ZS,ZS,Zone Substation,Endeavour Energy,-34.468337,150.805984,23.6,,,94400,,23.6,23.6,2029,2029,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,"Establish new ZS, West Dapto ZS, to support the shortage in the area. The investment is linked with Kembla Grange ZS as West Dapto ZS is located in the same area and there are no polygons provided for West Dapto ZS in 2022 DAPR. This could be updated in 2024 release for 2023 DAPR.",,Summer,1.36,0.0326,0.025
KEMPS CREEK ZS,ZS,Zone Substation,Endeavour Energy,-33.884114,150.79163,73.5,,,294000,,73.5,73.5,2027,2027,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,"Establish 3 new ZSs: (1) North Kemps Creek ZS with $21M augmentation investment and $84K opex. The project timing is June 2027; (2) Northern Gateway ZS with $31.1M augmentation investment and $124.4K opex. The project timing is June 2026; and (3) Austral ZS with $21.4M augmentation investment and $85.6K opex. The project timing is June 2027. The new ZSs will support the shortage in supplying demand in the Science Park development area, which contains commercial, residential and education sectors located close to the proposed Western Sydney Airport. The 11kV network supplying this area from Kemps Creek, Luddenham and Mamre ZSs is of a rural construction and does not have sufficient capacity to supply the forecast level of growth. The 3 investments are linked with Kemps Creek ZS in one investment with project timing in June 2027, as North Kemps Creek ZS, Northern Gateway ZS, and Austral ZS are located in the same area and there are no polygons provided for these ZSs in 2022 DAPR. This could be updated in 2024 release for 2023 DAPR.",,"Summer, Winter",4.23,0.0326,0.025
LENNOX ZS,ZS,Zone Substation,Endeavour Energy,-33.821759,151.001741,12.2,,,48800,,12.2,12.2,2028,2028,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,This investment is proposed in East Parramatta ZS to Convert East Parramatta Switching Station to a firm 45MVA Zone Substation. This investment is linked with Lennox ZS as East Parramatta ZS is located in the same area and there are no polygons provided for East Parramatta ZS in 2022 DAPR. This could be updated in 2024 release for 2023 DAPR.,,Summer,0.7,0.0326,0.025
LUDDENHAM ZS,ZS,Zone Substation,Endeavour Energy,-33.838821,150.684136,18,,,72000,,18,18,2028,2028,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,"Establish new ZS, Agribusiness North ZS, to support the demand in the surrounding development areas located close to the proposed Western Sydney Airport. New 11kV feeders are being developed to supply the initial stages. Ultimately, additional network capacity will be required including the upgrading of Luddenham. The investment is linked with Luddenham ZS as Agribusiness North ZS is located in the same area and there are no polygons provided for Agribusiness North ZS in 2022 DAPR. This could be updated in 2024 release for 2023 DAPR.",,Summer,1.04,0.0326,0.025
MUNGERIE PARK ZS,ZS,Zone Substation,Endeavour Energy,-33.68742,150.921399,12.6,,,50400,,12.6,12.6,2029,2029,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,Augment Box Hill ZS to a firm 45MVA Zone Substation and establish subtransmission feeder to Mungerie Park ZS as the firm rating of Mungerie Park ZS was exceeded in Summer 2021/22. The investment is linked with Mungerie Park ZS as Box Hill ZS is located in the same area and there are no polygons provided for Box Hill ZS in 2022 DAPR. This could be updated in 2024 release for 2023 DAPR.,,Summer,0.73,0.0326,0.025
ORAN PARK ZS,ZS,Zone Substation,Endeavour Energy,-33.996933,150.725465,22.48,,,89912,,22.48,22.48,2027,2027,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,"Establish a new ZS, Lowes Creek ZS, to supply the expected demand (an ultimate load of 44 MVA) in Maryland and Lowes Creek as the 11kV network supplying this area from Oran Park and Bringelly substations does not have sufficient capacity. The investment is linked with Oran Park ZS as Lowes Creek ZS is located in the same area and there are no polygons provided for Lowes Creek ZS in 2022 DAPR. This could be updated in 2024 release for 2023 DAPR.",,"Summer, Winter",1.29,0.0326,0.025
RIVERSTONE ZS,ZS,Zone Substation,Endeavour Energy,-33.673389,150.858732,25.5,,,102000,,25.5,25.5,2028,2028,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,"Establish a new ZS, East Riverstone ZS to support the shortage of supply in the area as the network to supply Box Hill, Box Hill North and Box Hill areas cannot sustain the level of growth in the Box Hill development area, which is currently supplied by 22kV feeders from Mungerie Park ZS as well as an 11kV feeder from Riverstone ZS. The investment is linked with Riverstone ZS as East Riverstone ZS is located in the same area and there are no polygons provided for East Riverstone ZS in 2022 DAPR. This could be updated in 2024 release for 2023 DAPR.",,"Summer, Winter",1.47,0.0326,0.025
MENANGLE PARK ZS,ZS,Zone Substation,Endeavour Energy,-34.093151,150.751829,18.79,,,75172,,18.79,18.79,2028,2028,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,New ZS within Menangle Park.,,"Summer, Winter",1.08,0.0326,0.025
PARRAMATTA AREA 132KV OIL INSULATED CABLES,STL,Subtransmission Line,Endeavour Energy,-33.824824,151.030938,,46.2,,184800,,46.2,46.2,2028,2028,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,Replace cables at end of life with modern equivalent of increased capacity. Replacement of end of life 132kV oil filled cables in the Parramatta area.,,"Summer, Winter",2.66,0.0326,0.025
PARRAMATTA 132KV CABLE CAPACITY CONSTRAINTS,STL,Subtransmission Line,Endeavour Energy,-33.824824,151.030938,1.9,,,7600,,1.9,1.9,2028,2028,,consultation@endeavourenergy.com.au,133 718 (Ask to speak to Investment Portfolio Section),https://bit.ly/3wCp58W,https://dapr.endeavourenergy.com.au/endeavour_data/DAPR%202022%20-%20Version-2.23.pdf,Dec 2022 DAPR (annual data); Dec 2021 DAPR (load trace data),Q2 2024,132kV Cable Constaints in the Parramatta area. Augmenting 132kV supply to Parramatta. Replacement of end of life 132kV oil filled cables in the Parramatta area. Install dynamic reactance devices on feeders 22U and 9J8.,,Winter,0.11,0.0326,0.025
LOGAN VILLAGE,ZS,Zone Substation,Energex,-27.7701,153.1092,8.3,,,124465.0793,,8.3,8.3,2023,2023,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Install 33/11 kV second 25 MVA modular substation and deload Jimboomba zone substation (SSJBB). A non-network option was identified as part of the RIT-D process.,,Summer,0.49,0.0262,0.033
PIMPAMA EAST,ZS,Zone Substation,Energex,-27.8112,153.3356,11.4,,,50250.01,,11.4,11.4,2024,2024,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Install transformer plant overload protection scheme (POPS) to reduce load below 2 hr rating for the loss of a transformer. This will be established as part of establishing the non-network option. Establish new 33/11 kV zone substation Pimpama (SSPPA) to deload Coomera and Pimpama East zone substation (SSPPE). A non-network option was identified as part of the RIT-D process.,,Summer,0.68,0.0262,0.033
EUMUNDI,ZS,Zone Substation,Energex,-26.4824,152.9444,0.61,,,0,,0.61,0.61,2025,2025,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Establish 33kV earth switch to ensure a safe earthing point during maintenance activities. Also establish a mobile substation connection kiosk to enable backup supply for the substation.,,Winter,0.04,0.0262,0.033
JIMBOOMBA,ZS,Zone Substation,Energex,-27.8089,153.0444,1.2,,,0,,1.2,1.2,2024,2024,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,"Transfer 1 x highly loaded 11kV feeder from BB11 to BB12 to reduce the load on BB11, TR1 is the lower rated transformer. ",,Summer,0.07,0.0262,0.033
KALLANGUR,ZS,Zone Substation,Energex,-27.2512,152.9938,17.6,,,40418,,17.6,17.6,2026,2026,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Establish new 33/11kV zone substation at Petrie to deload Kallangur zone substation (SSKLG).,,Summer,1.04,0.0262,0.033
WAMURAN,ZS,Zone Substation,Energex,-27.0353,152.8556,0.9,,,13560.44,,0.9,0.9,2027,2027,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Establish 33kV earth switch to ensure a safe earthing point during maintenance activities. Also establish a mobile substation connection kiosk to enable backup supply for the substation.,,Summer,0.05,0.0262,0.033
33 KV FEEDER 581,STL,Subtransmission Line,Energex,-27.448,153.111,0.66,,,642.75,,0.66,0.66,2024,2024,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Establish new 11kV feeder.,,"Summer, Winter",0.04,0.0262,0.033
33 KV FEEDER 677,STL,Subtransmission Line,Energex,-27.448,153.111,0.66,,,642.75,,0.66,0.66,2024,2024,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Establish new 11kV feeder.,,"Summer, Winter",0.04,0.0262,0.033
33 KV FEEDER 311,STL,Subtransmission Line,Energex,-27.22,153.047,0.15,,,0,,0.15,0.15,2024,2024,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Install 33kV feeder POPS.,,"Summer, Winter",0.01,0.0262,0.033
33 KV FEEDER 3641,STL,Subtransmission Line,Energex,-27.855,153.293,3.19,,,11516.725,,3.19,3.19,2025,2025,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Establish new 33kV feeder (PPE-STT).,,Winter,0.19,0.0262,0.033
33 KV FEEDER 3642,STL,Subtransmission Line,Energex,-27.855,153.293,3.19,,,11516.725,,3.19,3.19,2025,2025,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Establish new 33kV feeder (PPE-STT).,,"Summer, Winter",0.19,0.0262,0.033
33 KV FEEDER 314,STL,Subtransmission Line,Energex,-27.965,152.993,16.17,,,49338.53,,16.17,16.17,2027,2027,,DAPR_Enquiries@energex.com.au,13 12 53,"https://www.energex.com.au/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/seq/dapr-map-2022",https://www.energex.com.au/__data/assets/pdf_file/0004/1081066/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Establish new 33kV feeder (JBB-BDS).,,Winter,0.96,0.0262,0.033
ATHERTON (66/22KV),ZS,Zone Substation,Ergon Energy,-17.2551,145.4776,,1.34,,20085,,1.34,1.34,2026,2026,2023,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,"ATHE Atherton - Replace 1 CB,11 VTs & PR - ATHE - WR1387991.",,Summer,0.08,0.0262,0.033
CALLIOPE (66/11KV),ZS,Zone Substation,Ergon Energy,-24.0106,151.2113,,3.09,,46396,,3.09,3.09,2028,2028,2025,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,CBRM CA CALL 2*RTU 6*66CT 1*RMU 6*PR 1*DC - WR1339602.,,Summer,0.18,0.0262,0.033
CANNONVALE (66/11KV),ZS,Zone Substation,Ergon Energy,-20.2777,148.6987,18.38,,,255000,,18.38,18.38,2022,2022 (committed),2021,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,"Establishment of a fully switched 66kV bus at Cannonvale Substation, and condition based replacement of exit cables and existing 66kV equipment. ",,Summer,1.09,0.0262,0.033
CAPE RIVER (66/11KV),ZS,Zone Substation,Ergon Energy,-20.4758,145.4673,,13.73,,205946,,13.73,13.73,2025,2025,2023,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Cape River East Future Substation Concept Design.,,Summer,0.81,0.0262,0.033
CHARLEVILLE (66/22/11KV),ZS,Zone Substation,Ergon Energy,-26.4062,146.2838,,1.12,,19500,,1.12,1.12,2028,2028,2026,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace aged SVC with redundant (N-1) reactive power plant that meets security planning criteria. ,,Summer,0.07,0.0262,0.033
CHILDERS (66/11KV),ZS,Zone Substation,Ergon Energy,-25.2379,152.2863,,0.92,,13794,,0.92,0.92,2028,2028,2027,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace 4 x 11kV indoor CB trucks and upgrade arc flash protection. Install NOMAD connection point.,,Summer,0.05,0.0262,0.033
CLERMONT BSP (132/66KV),ZS,Zone Substation,Ergon Energy,-22.8491,147.6109,,3.33,,49898,,3.33,3.33,2024,2024 (committed),2021,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,CLER Asset Refurnishment Stage 2.,,Summer,0.2,0.0262,0.033
EAST TOOWOOMBA (33/11KV),ZS,Zone Substation,Ergon Energy,-27.5713,151.966,,2.27,,34124,,2.27,2.27,2029,2029,2027,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace 11 x 11kV indoor CB trucks.,,Winter,0.13,0.0262,0.033
GREENVALE (66/11KV),ZS,Zone Substation,Ergon Energy,-18.7822,144.7828,0.57,,,8582,,0.57,0.57,2022,2022,2022,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Greenvale Substation Upgrade SCS.,,Summer,0.03,0.0262,0.033
KINGAROY (66/11KV),ZS,Zone Substation,Ergon Energy,-26.5403,151.8566,,4.98,,52500,,4.98,4.98,2025,2025,2023,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Condition based replacement of indoor 11kV switchboard.  ,,Summer,0.29,0.0262,0.033
LANNERCOST (66/11KV),ZS,Zone Substation,Ergon Energy,-18.5498,146.0256,,0.38,,5729,,0.38,0.38,2029,2029,2027,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,LANN - Replace 66kV isolators.,,Summer,0.02,0.0262,0.033
MAREEBA (66/22KV),ZS,Zone Substation,Ergon Energy,-17.0035,145.4269,,3.13,,47002,,3.13,3.13,2030,2030,2026,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,"MARE replace 19 CTs, 8 VTs, 2 Isolators and protection relays.",,Summer,0.19,0.0262,0.033
MEADOWVALE (66/11KV),ZS,Zone Substation,Ergon Energy,-24.7778,152.282,,6.54,,98134,,6.54,6.54,2029,2029,2026,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,MEAD Asset replacement.,,Summer,0.39,0.0262,0.033
MILLAROO (66/11KV),ZS,Zone Substation,Ergon Energy,-20.1125,147.271,,0.46,,6913,,0.46,0.46,2028,2028,2026,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,MILL replace end of life isolators.,,Summer,0.03,0.0262,0.033
MT GARNET (66/22KV),ZS,Zone Substation,Ergon Energy,-17.6844,145.1287,,5.9,,88569.56,,5.9,5.9,2027,2027,2025,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace 2 x Transformers and other end of life assets.,,Summer,0.35,0.0262,0.033
MURGON (66/11KV),ZS,Zone Substation,Ergon Energy,-26.2501,151.9371,,13.18,,197748,,13.18,13.18,2028,2028,2024,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,MURG replace aged assets. 3CB 6CT 3VT 15IS 26PR.,,Summer,0.78,0.0262,0.033
NEIL SMITH (66/11KV),ZS,Zone Substation,Ergon Energy,-19.2613,146.8135,,13.11,,196629,,13.11,13.11,2027,2027,2023,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace end of life  2 x 66/11kV TRs & PRs & recover end of life 11kV CBs & install a masony building consiting of 11kV switchboard.,,Summer,0.78,0.0262,0.033
PAMPAS (33/11KV),ZS,Zone Substation,Ergon Energy,-27.7519,151.3508,,9.38,,140746,,9.38,9.38,2028,2028,2024,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,"PAMP Pampas - Replace T1, T3 and R1.",,Summer,0.56,0.0262,0.033
PIALBA (66/11KV),ZS,Zone Substation,Ergon Energy,-25.3046,152.8401,,20.16,,124500,,20.16,20.16,2025,2025,2022,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Rebuild 66/11kV Substation at new adjacent South Pialba Substation site.,,Summer,1.19,0.0262,0.033
ROCKHAMPTON SOUTH (66/11KV),ZS,Zone Substation,Ergon Energy,-23.3838,150.5132,,18.48,,181500,,18.48,18.48,2026,2026,2022,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,"Replace aged 11kV  Switchboard, 66kV CBs, CTs, VTs and protection relays, in new control building.",,Summer,1.09,0.0262,0.033
ROSELLA (33/11KV),ZS,Zone Substation,Ergon Energy,-21.2369,149.1477,,5.88,,88224,,5.88,5.88,2027,2027,2024,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,ROSE replace 2 x transformers and protection relays.,,Summer,0.35,0.0262,0.033
